mention_id;mention_text;doc_id;sentence_id;begin_index;end_index
M1455   ;artist manage transform everyone toupée-wearing even channel look exactly;A145;O4      ;1;8
M1456   ;"";A145;O5      ;0;0
M1457   ;recent interview reveal average ’ d say take 30-45 minute [ complete look;A145;O6      ;2;12
M1458   ;know look aren t perfect;A145;O7      ;2;4
M1459   ;style be really theatrical don ’ t spend ton time blend;A145;O8      ;1;10
M1460   ;want work future;A145;O9      ;1;2
M1461   ;come wa consider standard ultra-portable notebook;A146;O1      ;4;5
M1462   ;new laptop also feature s new high-resolution touch screen. ” main thing hold back much-disliked operate system;A146;O10     ;1;16
M1463   ;However now device come much-acclaimed continue take customer have normally purchase;A146;O11     ;0;10
M1464   ;However ’ s not just device be take attention away;A146;O12     ;0;9
M1465   ;Earlier year release ultra-light 12-inch ha screen update design;A146;O13     ;0;8
M1466   ;say device really kill be iPad due be announce week;A146;O14     ;2;9
M1467   ;“ Effectively iPad be turn killer product rival similarly size other laptop;A146;O15     ;0;11
M1468   ;’ s assume partner deliver software side. ” software side be huge issue give iPad t be run full desktop operate system;A146;O16     ;1;21
M1469   ;However be more adequate many just need device word process surf multimedia capability;A146;O17     ;0;12
M1470   ;always have place technology history even isn ’ quite relevant wa year ago;A146;O18     ;4;12
M1471   ;[ iPad be article;A146;O19     ;0;3
M1472   ;take couple year commercial acceptance take way nobody have ever expect;A146;O2      ;3;10
M1473   ;lead creation compete none device come close match s success;A146;O3      ;3;9
M1474   ;Things have change past couple year not be unique device use be;A146;O4      ;0;11
M1475   ;s take couple generation take release wa first device wa easily see killer;A146;O5      ;2;12
M1476   ;write article last year topic;A146;O6      ;2;4
M1477   ;“ appear be be put competition product iPad;A146;O7      ;0;7
M1478   ;Based few review gather s latest baby be killer. ” Then be think wa much better buy;A146;O8      ;0;16
M1479   ;“ s new be killer shoehorn 13-inch screen bezel normally hold 11-inch panel;A146;O9      ;0;12
M1480   ;child be sick need prescription medication need know correct dosage often give be take meal course side effect;A147;O1      ;2;17
M1481   ;More “ s patient day pharmacy need be not be meet ’ re not be meet way be medication isn t customize ” say vice president formulation;A147;O10     ;0;26
M1482   ;Today majority medication kid be compound especially give child cardiology neonatal department hospital say;A147;O11     ;0;13
M1483   ;compound pharmacy change concentration dosage make suspension liquid add flavor make more palatable;A147;O12     ;1;12
M1484   ;also help child need specific medication be currently unavailable market;A147;O13     ;2;9
M1485   ;example compound pharmacy work doctor ensure infant be sensitive medication contain several drug be treat medication ha minimal side effect say;A147;O14     ;1;20
M1486   ;Likewise compound pharmacy create unique concoction mix type cream together skin condition example;A147;O15     ;0;12
M1487   ;medication also be reformulate exclude ingredient gluten dye child be allergic child ’ t tolerate side effect;A147;O16     ;1;16
M1488   ;Is compound safe;A147;O17     ;0;2
M1489   ;have be concern recent year safety compound pharmacy incident people develop fungal meningitis other infection die contaminate steroid dispense;A147;O18     ;1;18
M1490   ;“ be essentially act manufacturer disguise compounder wa total neglect certainly not fair representation average compounder genuinely care patient say chief operate officer;A147;O19     ;0;22
M1491   ;Yet probably never give much think be actually medication ’ s prepare;A147;O2      ;0;11
M1492   ;drug manufacturer be regulate compound pharmaceutical industry be regulate individual state;A147;O20     ;1;10
M1493   ;Nevertheless be strict guideline include key standard compound pharmacy follow;A147;O21     ;0;9
M1494   ;be sterile non-sterile preparation other be “ good compound practice rule regulation state follow;A147;O22     ;1;13
M1495   ;sign law;A147;O23     ;5;1
M1496   ;law compound pharmacy be encourage register;A147;O24     ;2;5
M1497   ;Once do be classify outsource facility sell bulk drug hospital healthcare center s know “ office use. pharmacy also be subject current good manufacture practice regulation inspection;A147;O25     ;0;26
M1498   ;Yet registration be voluntary not pharmacy be regulate;A147;O26     ;0;7
M1499   ;“ medical community s hope be become more more safe compound pharmacy be treat manufacturer emergency medicine physician pediatrician need know child be prescribe medication ask pediatrician medicine be necessary particular formulation;A147;O27     ;0;31
M1500   ;Also only thing be be change be flavor find there be way make medication more palatable use compound pharmacy;A147;O28     ;0;18
M1501   ;’ s also good idea check insurance company not cover medication have stipulation specific formulation;A147;O29     ;1;14
M1502   ;surprise be prescription actually be customize child technology know compound;A147;O3      ;2;9
M1503   ;doctor have relationship compound pharmacy hand prescription let find;A147;O30     ;1;8
M1504   ;way ask pharmacist have have problem compound pharmacy;A147;O31     ;1;7
M1505   ;also check s website inspection recall;A147;O32     ;2;5
M1506   ;find reputable compound pharmacy area search Pharmacists look pharmacy hold accreditation only percent do;A147;O33     ;1;13
M1507   ;“ prof be meet exceed compound standard regulation ensure product be quality ’ re safe ” say;A147;O34     ;0;16
M1508   ;be health journalist consultant provide content market copywriting service healthcare industry;A147;O35     ;2;10
M1509   ;’ s also mom;A147;O36     ;1;3
M1510   ;more revelantwriting.com;A147;O37     ;1;1
M1511   ;Find compound pharmaceutical be help child get well need do make sure ’ re safe;A147;O4      ;0;14
M1512   ;be compound pharmaceutical;A147;O5      ;1;2
M1513   ;medication pharmaceutical manufacturer be formulate only way compound pharmaceutical use same pure active chemical be FDA-approved medication customize be specifically suit patient;A147;O6      ;1;21
M1612   ;Note be final national number note “;A150;O14     ;0;6
M1514   ;year ago most prescription medication be compound drug manufacturer start make more medication help general population become le common;A147;O7      ;1;18
M1515   ;Yet study have show about percent patient age be not have need meet commercial medication;A147;O8      ;0;14
M1516   ;most pharmacy fill prescription day average ha be grow need;A147;O9      ;1;9
M1517   ;name be year old graduate electrical telecom engineer;A148;O1      ;1;7
M1518   ;be God-fearing self-employed graduate;A148;O10     ;1;3
M1519   ;love dance cook bake;A148;O11     ;1;3
M1520   ;love play lot gist be freeShe need man 28-31 be friend be there emotionally;A148;O12     ;1;13
M1521   ;Just be Godfearing free-spirited;A148;O13     ;2;3
M1522   ;Friendship be most important thing start .... @ uinemesit rocketmail.com be not liable circumstance arise publication;A148;O14     ;0;15
M1523   ;Participants indulge own risk here read full news ..;A148;O15     ;0;8
M1524   ;currently work medical organization .I be dark average body physique be not barrier thou preferably need lady not fanatical sociable still religious age 22-27 reside serious relationship marriage.She be mature educate work class be good look;A148;O2      ;0;35
M1525   ;little flesh be appreciate not overweight;A148;O3      ;1;5
M1526   ;reach email;A148;O4      ;2;1
M1527   ;yahoo.Co.ukWilliam be cute year old employed.He be look lady date.She be work class;A148;O5      ;2;12
M1528   ;tribe.Reach mattwilliam1252 yahoo.com.Frank be;A148;O6      ;1;3
M1529   ;hail base graduate also very talented.Works personnel wait hobby be cook bake sing dancing.He need nice independent lady serious relationship.He be ok tribe apart;A148;O7      ;1;23
M1530   ;frank @ aniefrank01 gmail.comEmesit be hot single mom be look younger smash;A148;O8      ;1;11
M1531   ;base;A148;O9      ;0;0
M1532   ;announce today winner first ever challenge individual country produce original recipe showcasing sorghum many form;A149;O1      ;8;14
M1533   ;win judge s taste bud first place prize;A149;O2      ;3;7
M1534   ;receive second place win Dutch oven;A149;O3      ;8;5
M1535   ;take third place Sorghum apron sign;A149;O4      ;6;5
M1536   ;member well executive chef culinary team prepare dish panel judge;A149;O5      ;4;9
M1537   ;represent checkoff panel join sorghum farmer register dietician chef consumer;A149;O6      ;1;9
M1538   ;Recipes be evaluate taste presentation use sorghum;A149;O7      ;0;6
M1539   ;register dietician nutritionist sorghum farmer s wife take part judge say entry display sorghum s unique versatility dish range soup salad snack dessert delicious main entree;A149;O8      ;3;25
M1540   ;Recipes contest well others be find healthysorghum.com;A149;O9      ;0;6
M1541   ;Long-term Turning | % % follower observation be more discipline lead investment success prove be quite different other;A15 ;O1      ;0;17
